Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Jivan Sobrinho-Wheeler,Timothy J. Toomey,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2021 #240,2021-11-15 Regular,2021-11-15,2,Appointment,,,E. Denise Simmons,Placed on File,8 to 0,yes,yes,yes,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14954&CssClass=,simmons,"A communication transmitted from Louis A. DePasquale, City Manager, relative to new appointments of members of the Foundry Advisory Committee for a term of three years, effective November 8, 2021.  CHARTER RIGHT EXERCISED BY COUNCILLOR SIMMONS IN COUNCIL NOVEMBER 15, 2021"
CMA 2021 #241,2021-11-15 Regular,2021-11-15,3,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14968&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointment of the following person as a members of the Fresh Pond Master Plan Advisory Board, for a term of three years, effective November 15, 2021."
CMA 2021 #242,2021-11-15 Regular,2021-11-15,4,Appointment,,,E. Denise Simmons,Placed on File,8 to 0,yes,yes,yes,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14950&CssClass=,simmons,"A communication transmitted from Louis A. DePasquale, City Manager, relative to new appointments and reappointments of the following persons as members of the Citizens Committee on Civic Unity, effective November 1, 2021 for three year terms. CHARTER RIGHT EXERCISED BY COUNCILLOR SIMMONS IN COUNCIL NOVEMBER 15, 2021"
CMA 2021 #243,2021-11-15 Regular,2021-11-15,5,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=15017&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant received from the Massachusetts Department of Elementary and Secondary Education (DESE), Adult and Community Learning Services, in the amount of $117,990.00, to the Grant Fund Human Services Salary and Wages account ($66,090.00) and to the Other Ordinary Maintenance account ($51,900.00), which will provide funding for two Certified Nursing Assistants (CNAs) training programs for second language learners."
CMA 2021 #244,2021-11-15 Regular,2021-11-15,6,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=15014&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $175,000 from the General Fund Employee Benefits (Insurance) Salary and Wages account to the General Fund Public Works Travel & Training (Judgment and Damages) account which will cover medical bills and settlements for Public Works personnel injured in the course of their job."
CMA 2021 #245,2021-11-15 Regular,2021-11-15,7,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=15015&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $400,000 from MassDOT’s FY22 Complete Streets Program to the Public Investment Fund Public Works Extraordinary Expenditures account which will be used to support the Huron Avenue (Glacken Field to Fresh Pond Parkway) project."
CMA 2021 #246,2021-11-15 Regular,2021-11-15,8,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=15013&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  a Municipal Vulnerability Preparedness Action Grant, in the amount of  $48,485, received as part of an amended grant scope of services, to the Grant Fund Community Development Department Other Ordinary Maintenance Account."
CMA 2021 #247,2021-11-15 Regular,2021-11-15,9,Awaiting Report Response,,POR 2021 #17,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14969&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-6, regarding a report housing development information."
CMA 2021 #250,2021-11-15 Regular,2021-11-15,10,Awaiting Report Response,,POR 2021 #227,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=15026&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-75, which requested that the Traffic, Parking, and Transportation Department (TP+T) and the Cambridge Police Department (CPD) review two recent crashes involving vulnerable users at the intersection of Cambridge Street at Felton Street."
CMA 2021 #248,2021-11-15 Regular,2021-11-15,11,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14806&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $143,333.33 in license renewal fees received from Comcast to the Public Investment Fund Cable Television Extraordinary Expenditures account to support the local Public, Educational and Government cable television stations which will go to Cambridge Community Television, and to City’s 22-CityView and the Cambridge Public School’s educational cable station, CEA-TV for capital equipment purchases and upgrades."
CMA 2021 #249,2021-11-15 Regular,2021-11-15,12,Awaiting Report Response,,POR 2021 #108,,Referred,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=15019&CssClass=,Referred to NLTP and Civic Unity Committee,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Numbers 21-37 and 21-38, regarding digital equity."
CMA 2021 #251,2021-11-22 Regular,2021-11-22,1,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15043&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to reappointments and new appointments of members of the Transit Advisory Committee for a term of 2-years, effective November 22, 2021."
CMA 2021 #252,2021-11-22 Regular,2021-11-22,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15044&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointments and new appointments of members of the Pedestrian Committee for a term of 2-years, effective November 22, 2021."
CMA 2021 #253,2021-11-22 Regular,2021-11-22,3,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15045&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointments and new appointments of members of the Bicycle Committee for a term of 2-years, effective November 22, 2021."
CMA 2021 #254,2021-11-22 Regular,2021-11-22,4,Appointment,,,,Placed on File,6-3-0,yes,yes,yes,no,yes,yes,no,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15049&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointments of the following members of the Planning Board, effective November 22, 2021:  Mary Flynn, Louis Bacci, Jr., Catherine Preston Connolly and H. Theodore Cohen."
CMA 2021 #255,2021-11-22 Regular,2021-11-22,5,Awaiting Report Response,,POR 2021 #232,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15104&CssClass=,to the Health and Environment Committee and veteran's committee,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-80, regarding a report on redesign work done at Carl Barron Plaza."
CMA 2021 #256,2021-11-22 Regular,2021-11-22,6,Awaiting Report Response,,POR 2021 #177,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15078&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-62, regarding the feasibility of installing lights at all Cambridge dog parks."
CMA 2021 #257,2021-11-22 Regular,2021-11-22,7,Awaiting Report Response,,POR 2021 #176,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15089&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-61, regarding a report on the City’s rodent and pest control efforts since February 2020, to outline what metrics are being used to determine the effectiveness of these efforts, and to issue recommendations as to whether increasing the budget for these efforts, as well as creating new incentives and penalties to ensure community compliance with regulations around rodent control, would lead to a greater level of success in resolving this issue."
CMA 2021 #258,2021-11-22 Regular,2021-11-22,8,Awaiting Report Response,,POR 2021 #228,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15094&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-76, regarding a report on the incident involving the Cambridge Police Officers outside Central Square YMCA on October 17, 2021."
CMA 2021 #259,2021-11-22 Regular,2021-11-22,9,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15106&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from the Board of Election Commissioners for the City Council to vote to authorize in-person early voting for the December 14, 2021 Special State Primary, in accordance with Chapter 255 of the Acts of 2020, as amended by Chapter 5 of the Acts of 2021 and Chapter 29 of the Acts of 2021."
CMA 2021 #260,2021-12-06 Regular,2021-12-06,1,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15150&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a COVID-19 update."
CMA 2021 #261,2021-12-06 Regular,2021-12-06,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15156&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a supplemental appropriation of the Shannon Grant for $25,000 received from the Metropolitan Mayors Coalition’s Community Safety Initiative through the Executive Office of Public Safety and Security to the Grant Fund Police Department Salary and Wages account ($15,000) and the Grant Fund Police Department Other Ordinary Maintenance account ($10,000) which will be dedicated to hot spot patrols, Metro Gang Task Force participation, and the Focused Deterrence program as well as to support a Teen Public Art Program at the Community Art Center."
CMA 2021 #262,2021-12-06 Regular,2021-12-06,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15170&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $250,000 from Free Cash to the Public Investment Fund Community Development Department Extraordinary Expenditures Account to provide additional funds necessary to complete the Sennott Park renovation project in two phases."
CMA 2021 #263,2021-12-06 Regular,2021-12-06,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15172&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following persons as new members of the Family Policy Council effective December 1, 2021."
CMA 2021 #264,2021-12-06 Regular,2021-12-06,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15166&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of donations to the Multi-Service Center in the amount of $1,300.00 to Grant Fund Human Service Programs Other Ordinary Maintenance account which will be used to support rental assistance for low-income residents at risk of losing housing."
CMA 2021 #265,2021-12-06 Regular,2021-12-06,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15167&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Shannon Grant received from the Metropolitan Mayors Coalition/Shannon Community Safety Initiative through the Executive Office of Public Safety for $23,032.00 to the Grant Fund Human Service Programs Salary and Wages account ($22,032.00) and to the Other Ordinary Maintenance account ($1,000.00) which will be used to support the design and implementation of the City Peace program, a violence prevention peer leadership internship for Cambridge youth 14-18 years old."
CMA 2021 #266,2021-12-06 Regular,2021-12-06,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15165&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Low Income Home Energy Assistance Program grant in the amount of $764,359.00 funded by the Federal Department of Health and Human Services and administered in Massachusetts by the Commonwealth’s Department of Housing and Community Development to the Grant Fund Human Service Programs Salary and Wages account ($122,161.00), to the Other Ordinary Maintenance account ($639,748.00), and to the Travel and Training account ($2,450.00) which will be used to operate the Low-Income Home Energy Assistance Program (LIHEAP) serving Cambridge and Somerville."
