Unique Identifier,Agenda Number,Meeting,Meeting Date,Sponsor,Co-Sponsors,Charter Right,Amended,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
POR 2019 #269,36,2019-07-30 Special,2019-07-30,Quinton Zondervan,Jan Devereux,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9905&CssClass=,Sacramento Field Off-Leash Dog Pilot Update,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #270,37,2019-07-30 Special,2019-07-30,Quinton Zondervan,,Timothy J. Toomey,,Adopted,5 to 4,yes,yes,yes,no,yes,no,no,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9913&CssClass=,"That the City Manager be and hereby is requested to obtain a legal opinion from the City Solicitor regarding the License Commission's authority with regard to the issuance, denial, suspension or revocation of liquor licenses in the City of Cambridge",EXERCISED BY COUNCILLOR TOOMEY
POR 2019 #271,38,2019-07-30 Special,2019-07-30,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9914&CssClass=,Ordinance hearing regarding cannabis,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #273,1,2019-09-09 Regular,2019-09-09,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9951&CssClass=,"That the City Manager is requested to work with the relevant departments and the US Census Bureau to ensure that everyone in Cambridge is counted during the 2020 Census, and to demonstrate strategic outreach plans to increase participation among seniors, non-native speakers, persons experiencing homelessness, students, and people of color.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #274,2,2019-09-09 Regular,2019-09-09,Jan Devereux,"Marc C. McGovern,Quinton Zondervan,Craig A. Kelley",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9968&CssClass=,That the City Manager is requested to work with all relevant City Departments to help facilitate the activities associated with Climate Preparedness Week 2019.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #275,3,2019-09-09 Regular,2019-09-09,Sumbul Siddiqui,"Timothy J. Toomey,Marc C. McGovern",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10027&CssClass=,"That the Executive Assistant to the City Council confer with the Dedication Committee to consider a request from Councillor Siddiqui for a plaque on a bench in East Cambridge’s Silva Park in honor of Victoria “Vicki” Jane Lewis, for her significant work on behalf of the City of Cambridge’s Participatory Budget process, as a board member of the East Cambridge Scholarship Fund, and for her contributions to the Cambridge community.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #276,4,2019-09-09 Regular,2019-09-09,Marc C. McGovern,"Sumbul Siddiqui,Quinton Zondervan,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10064&CssClass=,City Council support of H.3012 and S.2061 An Act Relative to Work and Family Mobility and ask the Cambridge elected delegation to continue their advocacy to pass it out of committee and on to law.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #277,5,2019-09-09 Regular,2019-09-09,Timothy J. Toomey,Alanna Mallon,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10069&CssClass=,"That the City Manager, without delay to the current First Street Garage lease process, is requested to confer with all relevant City departments and public health officials to conduct City directed environmental testing on the Sullivan Courthouse building and water in basement, to determine the risk posed to the public, and provide a timeline of completion.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #278,6,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"Timothy J. Toomey,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10074&CssClass=,That the City Manager is requested to report back to the City Council with an update on the Danehy Park homicide investigation and the status of overall park safety efforts and reviews to include the lighting of pathways within the park.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #279,7,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"Alanna Mallon,Jan Devereux,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10075&CssClass=,"That the City Manager is requested to report back to the City Council on efforts to keep bus stops appropriately accessible for buses, to include relevant pavement markings and enforcement activity.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #280,8,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"Sumbul Siddiqui,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10076&CssClass=,That the City Manager is requested to confer with the appropriate City staff to provide an update on the current condition and future repairs and rebuilding of the Alewife Garage.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #281,9,2019-09-09 Regular,2019-09-09,Craig A. Kelley,Jan Devereux,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10078&CssClass=,"That the City Manager is requested to instruct the Director of the Traffic, Parking and Transportation Department and any other relevant City departments to review speeds on Raymond Street, sign Raymond Street and adjacent streets at 20 MPH as soon as possible and provide a schedule of 20 MPH sign installations citywide.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #282,10,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"Jan Devereux,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10081&CssClass=,"That the Neighborhood and Long-Term Planning, Public Facilities, Arts and Celebrations Committee is requested to hold a public hearing to review the Envision Cambridge plan and recommendations.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #283,11,2019-09-09 Regular,2019-09-09,Alanna Mallon,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10100&CssClass=,That the City Manager is requested to work with the Traffic and Parking Department to install additional safety measures at the intersection of Fayette and Cambridge Streets to decrease conflict between pedestrians and vehicles as they are turning.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #284,12,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"Sumbul Siddiqui,Quinton Zondervan,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10112&CssClass=,That the City Manager is requested to confer with the appropriate City staff to add links on the Inspectional Services Department website for archived and pending permit records on the appropriate platform.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #285,13,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"Jan Devereux,E. Denise Simmons",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10125&CssClass=,That the City Manager is requested to confer with the appropriate City staff on the feasibility of allowing taxicabs to use dedicated bus lanes throughout the City while executing service for fare-paying passengers.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #286,14,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"E. Denise Simmons,Jan Devereux,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10129&CssClass=,"That the proposed amendments to Title IV, Chapter 5.20, Article 1 of the Cambridge Municipal Code, to allow the use of e-hail applications by taxis, be referred to the Ordinance Committee for further review, Taxicab Use of E-Hail Applications for Fares.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #287,15,2019-09-09 Regular,2019-09-09,Quinton Zondervan,,,,Referred,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10216&CssClass=,"That the City Manager is requested to work with the Police Commissioner, the Cambridge Carnival Committee, and the community to organize an alternative event to take place in Cambridge on the Carnival’s rain date, that will allow vendors to sell their products and potentially recover at least some of the costs.",TO UNFINISHED BUSINESS
POR 2019 #288,16,2019-09-09 Regular,2019-09-09,Craig A. Kelley,"Sumbul Siddiqui,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10131&CssClass=,"That the City Manager is requested to confer with the appropriate City staff to determine whether Boston's Airbnb registration requirements, to include public display of the unit's registration number on the rental platform, could be utilized to maximize compliance and enforcement efforts in Cambridge.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #290,17,2019-09-09 Regular,2019-09-09,Quinton Zondervan,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10256&CssClass=,Displacement of tenants under the AHOD,BY AFFIRMATIVE VOTE OF NINE MEMBERS. . CRT #6 2019 - #62
POR 2019 #291,18,2019-09-09 Regular,2019-09-09,Quinton Zondervan,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10257&CssClass=,Cost implications and the definition of net zero ready buildings,BY AFFIRMATIVE VOTE OF NINE MEMBERS. . CRT #7 2019 - #63
POR 2019 #292,19,2019-09-09 Regular,2019-09-09,Dennis J. Carlone,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10258&CssClass=,Use of public facilities for future meetings related to the AHOD process.,BY AFFIRMATIVE VOTE OF NINE MEMBERS. . CRT #7 2019 - #63
POR 2019 #289,20,2019-09-09 Regular,2019-09-09,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10251&CssClass=,That the City Manager be and hereby is requested to instruct the Community Development Department to review both the density and height under the AHO for the BA-4 district and make a recommendation to the Ordinance Committee.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #293,21,2019-09-09 Regular,2019-09-09,E. Denise Simmons,"Sumbul Siddiqui,Alanna Mallon",,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10259&CssClass=,City Hall lighting in observance of Ovarian Cancer Awareness Month,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #294,22,2019-09-09 Regular,2019-09-09,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10260&CssClass=,Contact DCAM to test and to provide definitive answers re: Sullivan Courthouse,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #295,1,2019-09-16 Regular,2019-09-16,Craig A. Kelley,"Jan Devereux,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=8940&CssClass=,"That the City Manager is requested to confer with the appropriate City staff and report back to the City Council on the status of the truck safety ordinance, and if it will be in front of the City Council before the end of this term.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #296,2,2019-09-16 Regular,2019-09-16,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10255&CssClass=,That the Executive Assistant to the City Council is requested to confer with the Dedication Committee to consider the request from Jeremy Fischer for a bench dedication in the vicinity of Dana Park in honor of Sarah Livesey.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #297,3,2019-09-16 Regular,2019-09-16,Alanna Mallon,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10261&CssClass=,"That the City Manager is requested to work with the Department of Human Service Programs to provide the City Council with data from the Summer 2019 meals program, including participation rates and number of meals served.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #298,4,2019-09-16 Regular,2019-09-16,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10273&CssClass=,"City Council support of S.534/H.758/H.764 An Act Protecting Research Animals ""Beagle Bill.""",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #299,5,2019-09-16 Regular,2019-09-16,Marc C. McGovern,"Alanna Mallon,Craig A. Kelley,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10289&CssClass=,That the City Manager is requested to direct the Cambridge Public Health Department and any other relevant departments to work with the Mayor’s Office to draft ordinances or amendments to existing ordinances to address the protection of students and youths from harmful and predatory E-Cigarette sales.,BY AFFIRMATIVE VOTE OF NINE MEMBERS. . Mayor McGovern bor. . Councillor Zondervan added as co-sponsor
POR 2019 #300,6,2019-09-16 Regular,2019-09-16,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10327&CssClass=,That the City Manager is requested to relate concerns regarding public parks to the Department of Public Works (DPW) and with a focus on repairing and/or upgrading broken and rusted playground equipment and benches at Hoyt Field.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #301,7,2019-09-16 Regular,2019-09-16,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10333&CssClass=,"That the City Council urge the MBTA to take whatever emergency measures are necessary to fast-track repairs to the elevators in the Central Square and Harvard Square MBTA stations, and to share these plans with the City Council in a timely manner.",BY AFFIRMATIVE VOTE OF NINE MEMBERS. . Councillor Simmons spoke in support of the order.. . Vice Mayor Devereux agrees with order.
POR 2019 #302,8,2019-09-16 Regular,2019-09-16,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10335&CssClass=,"That the City Manager is requested to direct the Police Commissioner and other appropriate City personnel to establish a series of forums designed to inform Cambridge seniors about the recent wave of financial scams that they must be mindful of, with information as to how they can best protect themselves.",BY AFFIRMATIVE VOTE OF NINE MEMBERS. . Councillor Simmons spoke in support of the policy order.
POR 2019 #303,9,2019-09-16 Regular,2019-09-16,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10345&CssClass=,That the City Manager is requested to work with the Department of Public Works to create a new water feature in one of Cambridge’s parks for the summer of 2021 and to construct said water feature in a way that conserves water as much as possible and is minimally impactful to the environment.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #304,10,2019-09-16 Regular,2019-09-16,Quinton Zondervan,Jan Devereux,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10346&CssClass=,Vehicular Idling Enforcement,BY AFFIRMATIVE VOTE OF NINE MEMBERS
