Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Sponsor,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
RES 2019 #380,1,2019-11-18 Regular,2019-11-18,Resolution,E. Denise Simmons,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,yes,yes,absent,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2523&MediaPosition=&ID=10819&CssClass=,Welcome Cynthia Shelton Harris to the City of Cambridge.,8-0-1
RES 2019 #381,2,2019-11-18 Regular,2019-11-18,Happy Birthday Resolution,E. Denise Simmons,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,yes,yes,absent,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2523&MediaPosition=&ID=10820&CssClass=,Happy Birthday wishes to Hedwig Pocius.,8-0-1
RES 2019 #382,3,2019-11-18 Regular,2019-11-18,Congratulations,E. Denise Simmons,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,yes,yes,absent,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2523&MediaPosition=&ID=10824&CssClass=,Congratulations to Rebecca Rutenberg and Bradley St. Amand on their recent marriage.,8-0-1
RES 2019 #383,4,2019-11-18 Regular,2019-11-18,Death Resolution,Jan Devereux,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,yes,yes,absent,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2523&MediaPosition=&ID=10846&CssClass=,"Resolution on the death of Ridgely Howard ""Jake"" Duvall.",8-0-1
RES 2019 #384,1,2019-11-25 Regular,2019-11-25,Resolution,E. Denise Simmons,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10865&CssClass=,Speedy Recovery wishes to Dosha Beard.,
RES 2019 #385,2,2019-11-25 Regular,2019-11-25,Resolution,E. Denise Simmons,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10866&CssClass=,Speedy Recovery wishes to Judy Martin.,
RES 2019 #386,3,2019-11-25 Regular,2019-11-25,Death Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10889&CssClass=,Resolution on the death of Steven DiCecca.,
RES 2019 #387,4,2019-11-25 Regular,2019-11-25,Death Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10890&CssClass=,Resolution on the death of Florence Eori.,
RES 2019 #388,5,2019-11-25 Regular,2019-11-25,Death Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10891&CssClass=,Resolution on the death of Elaine T. Leccese.,
RES 2019 #389,6,2019-11-25 Regular,2019-11-25,Death Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10895&CssClass=,Resolution on the death of Anne T. Delvecchio.,
RES 2019 #390,7,2019-11-25 Regular,2019-11-25,Congratulations,E. Denise Simmons,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10899&CssClass=,Congratulations to Pastor Jaron Green on his new role as Pastor at the Union Baptist Church.,
RES 2019 #391,1,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10917&CssClass=,Retirement of Robert Bruno from the Fire Department.,
RES 2019 #392,2,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10919&CssClass=,Retirement of Daniel Mahoney from the Fire Department.,
RES 2019 #393,3,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10922&CssClass=,Retirement of John Shinkwin from the Fire Department.,
RES 2019 #394,4,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10923&CssClass=,Retirement of Steven DeMarco from the Police Department.,
RES 2019 #395,5,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10929&CssClass=,Retirement of Ellen Pridham from the Cambridge Health Alliance.,
RES 2019 #396,6,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10930&CssClass=,Retirement of Alice Kaminsky from the Cambridge Health Alliance.,
RES 2019 #397,7,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10931&CssClass=,Retirement of Jay Toppan from the Cambridge Health Alliance.,
RES 2019 #398,8,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10932&CssClass=,Retirement of Maureen Colton from the Cambridge Health Alliance.,
RES 2019 #399,9,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10933&CssClass=,Retirement of Laila Methratta from the Cambridge Health Alliance.,
RES 2019 #400,10,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10934&CssClass=,Retirement of Marie Girault from the Cambridge Health Alliance.,
RES 2019 #401,11,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10935&CssClass=,Retirement of Janet Lehrberg from the Cambridge Health Alliance.,
RES 2019 #402,12,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10936&CssClass=,Retirement of Laurie Diminico from the Cambridge Health Alliance.,
RES 2019 #403,13,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10937&CssClass=,Retirement of Queenie Richardson from the Cambridge Health Alliance.,
RES 2019 #404,14,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10943&CssClass=,Retirement of Paul MacKinnon from the Cambridge Health Alliance.,
RES 2019 #405,15,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10944&CssClass=,Retirement of Donna Collins Dacruz from the Cambridge Health Alliance.,
RES 2019 #406,16,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10945&CssClass=,Retirement of Linda Fournier from the Cambridge Health Alliance.,
RES 2019 #407,17,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10947&CssClass=,Retirement of Donna Clark from the Cambridge Health Alliance.,
RES 2019 #408,18,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10957&CssClass=,Retirement of Betty Munson from the Cambridge Health Alliance.,
RES 2019 #409,19,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10958&CssClass=,Retirement of Andrea Rogers from the Cambridge Health Alliance.,
RES 2019 #410,20,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10962&CssClass=,Retirement of Deborah Woods from the Cambridge Health Alliance.,
RES 2019 #411,21,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10966&CssClass=,Retirement of Joao Tavares from the Cambridge Health Alliance.,
RES 2019 #412,22,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10967&CssClass=,Retirement of Maude Seme from the Cambridge Health Alliance.,
RES 2019 #413,23,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10968&CssClass=,Retirement of Janice Lulu from the Cambridge Health Alliance.,
RES 2019 #414,24,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10970&CssClass=,Retirement of Angela Radan from the Cambridge Health Alliance.,
RES 2019 #415,25,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10973&CssClass=,Retirement of Marilou Cummings from the Cambridge Health Alliance.,
RES 2019 #416,26,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10974&CssClass=,Retirement of James Mahoney from the Cambridge Health Alliance.,
RES 2019 #417,27,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10975&CssClass=,Retirement of Sue Lombardi from the Cambridge Health Alliance.,
RES 2019 #418,28,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10976&CssClass=,Retirement of Michele Klau from the Cambridge Health Alliance.,
RES 2019 #419,29,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10977&CssClass=,Retirement of Celeste Lima from the Cambridge Health Alliance.,
RES 2019 #420,30,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10978&CssClass=,Retirement of Lynn Levecque from the Cambridge Health Alliance.,
RES 2019 #421,31,2019-12-09 Regular,2019-12-09,Death Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10979&CssClass=,Resolution on the death of Maria Conceicao Travassos.,
RES 2019 #422,32,2019-12-09 Regular,2019-12-09,Resolution,Alanna Mallon,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10980&CssClass=,Resolution on the death of Alvin Goldfield.,
RES 2019 #423,33,2019-12-09 Regular,2019-12-09,Resolution,Jan Devereux,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10981&CssClass=,"Resolution on the death of Charles ""Charlie"" Davidson.",
RES 2019 #424,34,2019-12-09 Regular,2019-12-09,Death Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10982&CssClass=,"Resolution on the death of Constance ""Connie"" Christo.",
RES 2019 #425,35,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10995&CssClass=,Retirement of Mary Choppa from the Cambridge Health Alliance.,
RES 2019 #426,36,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10996&CssClass=,Retirement of Lisa Foley from the Cambridge Health Alliance.,
RES 2019 #427,37,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10997&CssClass=,Retirement of Jennifer Lavery	from the Cambridge Health Alliance.,
RES 2019 #428,38,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10998&CssClass=,Retirement of Karen Scalisi from the Cambridge Health Alliance.,
RES 2019 #429,39,2019-12-09 Regular,2019-12-09,Retirement Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10999&CssClass=,Retirement of Emma Celestin from the Cambridge Health Alliance.,
RES 2019 #430,40,2019-12-09 Regular,2019-12-09,Happy Birthday Resolution,Sumbul Siddiqui,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=11000&CssClass=,Happy Birthday wishes to Councillor Alanna Mallon.,
RES 2019 #431,41,2019-12-09 Regular,2019-12-09,Death Resolution,Quinton Zondervan,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=11005&CssClass=,Resolution on the death of Joanna Herlihy.,
RES 2019 #432,42,2019-12-09 Regular,2019-12-09,Congratulations,Jan Devereux,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=11012&CssClass=,"Furnishing Hope of Massachusetts, Inc., a non-profit organization located in Harvard Square, recently marked an impressive milestone in having served 1,000 adults and children",
RES 2019 #433,43,2019-12-09 Regular,2019-12-09,Death Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=11015&CssClass=,Resolution on the death of Mary Lou Vigilante.,
RES 2019 #434,44,2019-12-09 Regular,2019-12-09,Retirement Resolution,Timothy J. Toomey,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=11016&CssClass=,Retirement of Dr. Shibly Malouf.,
RES 2019 #435,45,2019-12-09 Regular,2019-12-09,Death Resolution,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=11033&CssClass=,"Resolution on the Death of Wyllis ""Bill"" Bibbins.",
RES 2019 #436,1,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11008&CssClass=,Retirement of Lisa Fried from the Cambridge Health Alliance.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #437,2,2019-12-16 Regular,2019-12-16,Death Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11053&CssClass=,Resolution on the death of Dr. Betty L. Bardige.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #438,3,2019-12-16 Regular,2019-12-16,Resolution,Jan Devereux,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11054&CssClass=,Happy Birthday Wishes to Peter C. Johnson,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #439,4,2019-12-16 Regular,2019-12-16,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11058&CssClass=,Resolution on the death of Mary C. Rodriques,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #440,5,2019-12-16 Regular,2019-12-16,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11059&CssClass=,Resolution on the death of Adelino Serrano.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #441,6,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11070&CssClass=,Retirement of Stephen Ahern from the Cambridge Police Department.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #442,7,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11071&CssClass=,Retirement of Carlos Figueroa from the Cambridge Police Department.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #443,8,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11072&CssClass=,Retirement of Shawn Keough from the Cambridge Police Department.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #444,9,2019-12-16 Regular,2019-12-16,Happy Birthday Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11074&CssClass=,Wishing Atieno Simmons a very Happy Birthday,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #445,10,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11075&CssClass=,Retirement of Donald Lucey from the Cambridge Police Department.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #446,11,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11076&CssClass=,Retirement of Thomas Cauchon from the Cambridge Fire Department.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #447,12,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11077&CssClass=,Retirement of Michael Franks from the Cambridge Fire Department.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
RES 2019 #448,13,2019-12-16 Regular,2019-12-16,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2526&MediaPosition=&ID=11078&CssClass=,Retirement of Maria Tavares from the Cambridge Health Alliance.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
