Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2019 #231,2019-09-09 Regular,2019-09-09,6,Transmitting Communication,,,,Referred,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10047&CssClass=,"TO UNFINISHED BUSINESS ON THE SEPTEMBER 16, 2019 CITY COUNCIL MEETING","A communication transmitted from Louis A. DePasquale, City Manager, relative to a Planning Board report with no positive or negative recommendations on the Alexandria Grand Junction Overlay District Zoning Petition."
CMA 2019 #232,2019-09-09 Regular,2019-09-09,7,Transmitting Communication,,,,Placed on File,Voice Vote,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10104&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a Planning Board recommendation to adopt the Affordable Housing Overlay Zoning Petition."
CMA 2019 #233,2019-09-09 Regular,2019-09-09,8,Transmitting Communication,,,,Referred,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10101&CssClass=,TO CITY MANAGER AGENDA ITEM #9,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from the Planning Board to approve the disposition of a leasehold interest in 420 parking spaces and approximately 9,000 square feet of ground floor retail in the First Street Garage."
CMA 2019 #234,2019-09-09 Regular,2019-09-09,9,Transmitting Communication,,,,Referred,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=10185&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the proposed disposition of a leasehold interest in the First Street Garage."
CMA 2019 #235,2019-09-16 Regular,2019-09-16,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10274&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the  transfer of $24,000 from the General Fund Employee Benefits Salary and Wages account (Insurance) to the General Fund Inspectional Services Travel and Training account (Judgments and Damages) to cover medical services and/or prescription reimbursement costs for personnel injured in performance of their duties."
CMA 2019 #236,2019-09-16 Regular,2019-09-16,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10267&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Mass Decontamination Unit (MDU) Grant from the Massachusetts Department of Public Health in the amount of $4,000 to the Grant Fund Fire Salaries and Wages account which were used to reimburse training and maintenance costs associated with each trailer."
CMA 2019 #237,2019-09-16 Regular,2019-09-16,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10271&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Homeland Security Grant from the City of Boston for $2,623.22 to the Grant Fund Fire Salaries and Wages account which is a reimbursement for the City's costs for trainings performed in conjunction with the Urban Area Security Initiative (UASI)."
CMA 2019 #238,2019-09-16 Regular,2019-09-16,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10285&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Friends of the Community Learning Center (CLC) grant funded by Friends of the Community Learning Center through individual donations in the amount of $8,000.00 to the Grant Fund Human Service Programs Salary and Wages account ($8,000.00) which will be used to support English for Speakers of Other Languages classes at the Community Learning Center."
CMA 2019 #239,2019-09-16 Regular,2019-09-16,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10284&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Friends of the Community Learning Center (CLC) grant in the amount of $36,000.00 to the Grant Fund Human Service Programs Salary and Wages account ($32,057.00), Other Ordinary Maintenance account ($3,543.00), and to the Travel and Training account ($400.00) which will be used to fund the classes, advising and coaching of the Bridge to College Program students from July 2019 through June 2020."
CMA 2019 #240,2019-09-16 Regular,2019-09-16,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10286&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Low Income Heating Assistance Program grant in the amount of $73,493.00 from the Federal Department of Health and Human Services and administered in Massachusetts by the Commonwealth’s Department of Housing and Community Development to the Grant Fund Human Service Programs Salary and Wages account ($5,522.00), Other Ordinary Maintenance account ($65,971.00), and to the Travel and Training account ($2,000.00) which will be used to operate the Low Income Heating Assistance Program (LIHEAP) serving Cambridge and Somerville."
CMA 2019 #241,2019-09-16 Regular,2019-09-16,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10287&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Massachusetts Housing and Shelter Alliance grant funded by the Department of Housing and Community Development (DHCD) in the amount of $102,008.36 to the Grant Fund Human Service Programs Salary and Wages account ($91,073.36), to the Grant Fund Human Service Programs Other Ordinary Maintenance account ($9,935.00), and to the Grant Fund Human Service Programs Travel and Training account ($1000.00) which will be used for costs related to the Carey Men’s Transitional Program operated by the Multi-Service Center."
CMA 2019 #242,2019-09-16 Regular,2019-09-16,8,Awaiting Report Response,,POR 2019 #103,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10282&CssClass=,"Puller for discussion by Councillor Zondervan. . Questions from Mallon, community policing.  Interested in officers uing personal. . responses from Chistina Jiancoby, EMS director,","A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-40, regarding a request to explore the possibility of hiring American Sign Language (ASL) interpreters to translate at City press conference, and to explore the possibility of using an app, such as “Language Line Solutions” to enable officers and other City personnel to communicate with the deaf community."
CMA 2019 #243,2019-09-16 Regular,2019-09-16,9,Awaiting Report Response,,POR 2019 #242,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10277&CssClass=,"Councillor zondervan stated idling vehicles are an epidemic.  why not use seeclickfix.. . Police Commissioner explained the relatively low tickets for vehicular idling.  Due to number of exemptions for vehicle idling.. . Vice-Mayor Devereux stated that she agreed with Zondervan.  Wanted to see educational marketing.. . Councillor Kelley also expressed concern about the low level of ticketing.. . Councillor Carlone asked about policy about repetitive warnings.  Commissioner stated that there is no policy about ticketing people who have received repetitive warnings. Agreed about promulgating advertising about idling.  seeclickfix not answer,. . Councillor Carlone did not believe there are enough police to catch violators.. . Councillor Zondervan spoke of the policy order.","A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-95, regarding a report on whether idling vehicles may be added as a complaint category in SeeClickFix."
CMA 2019 #244,2019-09-16 Regular,2019-09-16,10,Awaiting Report Response,,POR 2019 #273,,Adopted,unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10283&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-105, regarding the 2020 Census count."
CMA 2019 #245,2019-09-16 Regular,2019-09-16,11,Awaiting Report Response,,POR 2019 #235,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10280&CssClass=,"Councillor Zondervan asked several questions.. . Mr. Oriorden, explained that contractors supplement city workers.. . Councillor Simmons,,  spoke on the item and referred to order adopted in march.  Simmons stated that she felt people were trashing them over night.  Wants cleaners to go out early in the morning.  Stated parks are not being shoveled in the winter.. . Councillor Carlone stated that he wanted to get a report of the needs of the parks at the beginning of each season.. . Lisa Peterson, Deputy City Manager, explained it will be paid with by CPA funds.","A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-91, regarding a report on cleaning and maintaining Greene-Rose Heritage Park, Clement Morgan Park, Anthony Paolillo Park and Sennott Park."
CMA 2019 #246,2019-09-16 Regular,2019-09-16,12,Awaiting Report Response,,POR 2019 #168,!!!,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10275&CssClass=,Charter right by Councillor Zondervan.. . Councillor Zondervan. . Vice-Mayor Devereux about 5 year plan.. . Mayr McGovern asked about feasibilty.. ,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-56, regarding a report on the feasibility of constructing a quick-build complete streets project to provide separated bike lanes on Massachusetts Avenue in Central Square, from Sidney Street to Putnam Avenue."
CMA 2019 #247,2019-09-16 Regular,2019-09-16,13,Awaiting Report Response,,POR 2019 #163,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10278&CssClass=,Questions from Councillor Mallon.,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-55, regarding the feasibility of creating a Play Streets Permit."
CMA 2019 #248,2019-09-16 Regular,2019-09-16,14,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10272&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $85,000 in the General Fund from the Traffic, Parking & Transportation Department Salary & Wages Account to the Travel and Training (Judgment and Damages) account to cover current and anticipated medical services and/or treatment costs for the remainder of the fiscal year for Traffic and Parking personnel injured in the performance of their duties."
CMA 2019 #249,2019-09-16 Regular,2019-09-16,15,Awaiting Report Response,,POR 2019 #205,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10279&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-77 regarding the installing more bike racks adjacent to Smith Center."
CMA 2019 #250,2019-09-16 Regular,2019-09-16,16,Awaiting Report Response,,POR 2019 #189,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10281&CssClass=,Councillor Zondervan asked several .. . Iram Farooq explained how to move forward with the net-zero model.  She explained that th,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-69, regarding a report on the timeline and process for the Net Zero Action Plan 5-Year Review."
CMA 2019 #251,2019-09-16 Regular,2019-09-16,17,Transmitting Communication,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10288&CssClass=,"Iram Farooq,, explained some discrepancies with the petitioners commitments. . Explained the responsibilities of the developer when building affordable housing through zoning.  Concerns about where the subsidy to build the units would come from.  Explained that the commitment is different than what is normally received.. . Solicitor is explained spot zoning and differences with contract zoning.  Contract zoning is permitted based on case law.  Is this an enforceable contract and what is exchanged?  Not clear who owner is?  Building requirements as imposed by law.. . Councillor Carlone stated that there is quite a bit of work on certain things.  Councillor Carlone asked about the adjacent site.. . Solicitor explained that commitments from petitioner cannot include commitments from third-parties.. . Councillor Sidiqqi stated that it feels like spot-zoning.. . Councillor Simmons spoke in favor of giving the city and the petitioner more time to work on the agreement.. . Vice-Mayor Devereux stated that the memo from CDD has convinced her not to support the petition.  Stated that petitioner is not giving anything.  Insulted by renderings as misrepresentation.. . Councillor Mallon stated that she agreed with Vice-Mayor Devereux.  Solicitor agreed that agreement affects adjacent property. Also shocked by rendering.. . Councillor Zondervan clarified that if petitioner could profitably build storage facility.. . Mr. Roberts explained definition of storage facility in zoning ordinance.. . Councillor Zondervan, Farooq explained that it is hard to give an opinion based on the diagram.. . Councillor Zondervan wants net-zero if moved forward.. . Vice-Mayor reiterated conflicts with planning in that area.. . Councillor Carlone spoke about the potential size and height of the building.. . . ","A communication transmitted from Louis A. DePasquale, City Manager, relative to proposed amendments to the New Street Overlay District Zoning Petition."
