Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Description,Notes
RES 2023 #235,11,09/11/23 Regular,09/11/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20325&CssClass=,Congratulations to Elaine Condon on her Retirement from The Cambriddge Health Alliance,
RES 2023 #236,12,09/11/23 Regular,09/11/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20327&CssClass=,Congratulations to Carmen Delgado on her Retirement,
RES 2023 #237,13,09/11/23 Regular,09/11/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20330&CssClass=,Congratulations to Dawn Olcott on her Retirement,
RES 2023 #238,14,09/11/23 Regular,09/11/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20334&CssClass=,Congratulations to Connie Young on her Retirement,
RES 2023 #239,15,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20545&CssClass=,Resolution on the death of Leah Warren Rugen.,
RES 2023 #240,16,09/11/23 Regular,09/11/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20546&CssClass=,Congratulations to Nancy Glowa on her Retirement,
RES 2023 #241,17,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20551&CssClass=,Resolution on the death of Maria de Jesus Monteiro.,
RES 2023 #242,18,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20552&CssClass=,Resolution on the Death of Herman Banks,
RES 2023 #243,19,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20557&CssClass=,Resolution on the death of Luis M. Rodrigues.,
RES 2023 #244,20,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20559&CssClass=,Resolution on the death of Marie E. Vieira.,
RES 2023 #245,21,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20565&CssClass=,Condolences To The Family of Gracieuse Limose St. Jean,
RES 2023 #246,22,09/11/23 Regular,09/11/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20571&CssClass=,Congratulations to the 15U Cambridge Hitmen on their championship win,
RES 2023 #247,23,09/11/23 Regular,09/11/23,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20573&CssClass=,Resolution on the death of Bill Hill.,
RES 2023 #248,1,09/18/23 Regular,09/18/23,Congratulations,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20328&CssClass=,Congratulations to Karen Francis on her retirement from the City of Cambridge.,
RES 2023 #249,2,09/18/23 Regular,09/18/23,Death Resolution,Adopted as Amended,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20626&CssClass=,Resolution on the death of Lesley Phillips.,
RES 2023 #250,3,09/18/23 Regular,09/18/23,Congratulations,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20630&CssClass=,Congratulations to Deputy Superintendent Michael Medeiros on his promotion with The Cambridge Police Department.,
RES 2023 #251,4,09/18/23 Regular,09/18/23,Death Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20642&CssClass=,Resolution on the death of Jaden McDaniels.,
RES 2023 #252,5,09/18/23 Regular,09/18/23,Congratulations,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20714&CssClass=,Resolution Congratulating Manikka Bowman,
RES 2023 #253,6,09/18/23 Regular,09/18/23,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20716&CssClass=,Happy Birthday to Rev. Lorraine Thornhill,
RES 2023 #254,7,09/18/23 Regular,09/18/23,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20717&CssClass=,Happy Birthday to Steven A. Tolman,
RES 2023 #255,8,09/18/23 Regular,09/18/23,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20719&CssClass=,Happy 96th Birthday to Red Mitchell,
RES 2023 #256,9,09/18/23 Regular,09/18/23,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20720&CssClass=,Happy Birthday to Anthony W Petruccelli,
RES 2023 #257,10,09/18/23 Regular,09/18/23,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20721&CssClass=,Happy 99th Birthday to Marvin Gilmore,
RES 2023 #258,11,09/18/23 Regular,09/18/23,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20722&CssClass=,Happy 103rd Birthday to Ruby Pearson,
RES 2023 #259,12,09/18/23 Regular,09/18/23,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20718&CssClass=,Happy Birthday to Polly Allen,
RES 2023 #260,1,10/02/23 Regular,10/02/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20329&CssClass=,Congratulations to Donna Gallant on her retirement.,
RES 2023 #261,2,10/02/23 Regular,10/02/23,Death Resolution,Adopted as Amended,,yes,yes,yes,yes,yes,yes,yes,yes,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20751&CssClass=,"Resolution on the death of John C. ""Jack"" Haverty, Jr.",
RES 2023 #262,3,10/02/23 Regular,10/02/23,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20754&CssClass=,Resolution on the death of Murrell Weekes.,
RES 2023 #263,4,10/02/23 Regular,10/02/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20773&CssClass=,Resolution on the death of Mark W. Grant.,
RES 2023 #264,5,10/02/23 Regular,10/02/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20581&CssClass=,Congratulations to John Sullivan on his retirement from the City of Cambridge.,
RES 2023 #265,6,10/02/23 Regular,10/02/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20784&CssClass=,Congratulations to Gilda M. Nogueira on her retirement as President and Chief Executive Officer of East Cambridge Savings Bank.,
RES 2023 #266,7,10/02/23 Regular,10/02/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20797&CssClass=,Resolution Congratulations to Vanessa Ward,
RES 2023 #267,8,10/02/23 Regular,10/02/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20795&CssClass=,Resolution on the death of Lorraine C. Powers.,
RES 2023 #268,1,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20332&CssClass=,Congratulations to Judy Vellucci on her retirement from the City of Cambridge.,
RES 2023 #269,2,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20802&CssClass=,Congratulations to Cambridge Police Lieutenant Stephen Sennott on the occasion of his promotion.,
RES 2023 #270,3,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20803&CssClass=,Congratulations to Cambridge Police Lieutenant Frederick Leung on his recent promotion.,
RES 2023 #271,4,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20809&CssClass=,Congratulations to Cambridge Police Sergeant Mark Clavette on his recent promotion.,
RES 2023 #272,5,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20810&CssClass=,Congratulations to Cambridge Police Sergeant Simon Valentin on his recent promotion.,
RES 2023 #273,6,10/16/23 Regular,10/16/23,Congratulations,Adopted as Amended,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20811&CssClass=,Thanks to Mary White for her contributions to Cambridge.,
RES 2023 #274,7,10/16/23 Regular,10/16/23,Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20813&CssClass=,Speedy Recovery wishes to Roslyn Shoy.,
RES 2023 #275,8,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20817&CssClass=,"Congratulations to Amigos da Terca on Their Annual Dinner/Dance on October 7, 2023.",
RES 2023 #276,9,10/16/23 Regular,10/16/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20867&CssClass=,Condolences To the Family of Dr. Marcella Mazzarelli,
RES 2023 #277,10,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20886&CssClass=,Congratulations to Harvard Economics Professor Claudia D. Goldin on winning the 2023 Nobel Prize in Economics.,
RES 2023 #278,11,10/16/23 Regular,10/16/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20885&CssClass=,Congratulations to the Benjamin Banneker Charter School on its achievements.,
RES 2023 #279,12,10/16/23 Regular,10/16/23,Retirement Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20895&CssClass=,Resolution on the retirement of Steven A. Cohen from the City of Cambridge Planning Board.,
RES 2023 #280,13,10/16/23 Regular,10/16/23,Retirement Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20894&CssClass=,Resolution of the retirement of Hugh Adams Russell from the City of Cambridge Planning Board.,
RES 2023 #281,1,10/30/23 Regular,10/30/23,Death Resolution,Adopted as Amended,,yes,,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20903&CssClass=,Condolences to the family of Marie DiDomenico.,
RES 2023 #282,2,10/30/23 Regular,10/30/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20911&CssClass=,Condolences to the family of Gale Roseanne Harris.,
RES 2023 #283,3,10/30/23 Regular,10/30/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20958&CssClass=,Congratulations to Denise Cosby and Faye Rackley for being among the 2023 awardees at this year’s Women of Courage and Conviction Awards.,
RES 2023 #284,4,10/30/23 Regular,10/30/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20959&CssClass=,Congratulations to Paul Glass and Charles D. Evans on their well-deserved 2023 AARP Massachusetts Andrus Award for Community Service.,
RES 2023 #285,5,10/30/23 Regular,10/30/23,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20994&CssClass=,"Congratulations to the 2023 Tribute to Outstanding Women Honorees, Lilly Marcelin, Rev. Lorraine Thornhill, Nicola Williams, Grace Clemente and Adelina Escamilla-Salomon.",
RES 2023 #286,6,10/30/23 Regular,10/30/23,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20995&CssClass=,Condolences to the family of Anna Spera.,
RES 2023 #287,7,10/30/23 Regular,10/30/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21062&CssClass=,"Happy 106th Birthday to Mafalda ""Muffie"" Gargano.",
RES 2023 #288,8,10/30/23 Regular,10/30/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21095&CssClass=,"That the City Council go on record urging all residents to honor the people who have defended our country, as well as those who are serving today, by commemorating Veterans Day on November 11, 2023.",
RES 2023 #289,9,10/30/23 Regular,10/30/23,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21096&CssClass=,Congratulations to Norma Wassel on being awarded the Lifetime Achievement Award by the National Association of Social Workers.,
RES 2023 #290,10,10/30/23 Regular,10/30/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21100&CssClass=,Resolution on the death of Sheldon Cohen,
RES 2023 #291,11,10/30/23 Regular,10/30/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21105&CssClass=,Congratulations to Western Ave Baptist Church On Its 107th Anniversary,
RES 2023 #292,12,10/30/23 Regular,10/30/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21106&CssClass=,Condolences To The Family of Robert Murray Thames,
RES 2023 #293,13,10/30/23 Regular,10/30/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21107&CssClass=,Condolences To The Family of Allan Robert Miller,
RES 2023 #294,1,11/06/23 Regular,11/06/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21118&CssClass=,"Resolution on the death of William E. Daley, Jr.",
RES 2023 #295,2,11/06/23 Regular,11/06/23,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21124&CssClass=,Resolution on the death of Wayne Jeffrey Bingham.,
RES 2023 #296,3,11/06/23 Regular,11/06/23,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21137&CssClass=,Congratulations to George R. Greenidge Sr.,
RES 2023 #297,4,11/06/23 Regular,11/06/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21143&CssClass=,Resolution on the death of Michael Clinton.,
RES 2023 #298,1,11/20/23 Regular,11/20/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21153&CssClass=,Resolution on the death of Michael R. Brennan.,
RES 2023 #299,2,11/20/23 Regular,11/20/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21155&CssClass=,Resolution on the death of John R. Clover Jr.,
RES 2023 #300,3,11/20/23 Regular,11/20/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21194&CssClass=,Resolution on the death of Teresa Solano Neighbor.,
RES 2023 #301,4,11/20/23 Regular,11/20/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21202&CssClass=,Resolution on the death William Hansis.,
RES 2023 #302,1,12/04/23 Regular,12/04/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21420&CssClass=,Congratulations to Paul Parravano on being named The Reverend E. K. Nichols Founder's Awardee for 2023.,
RES 2023 #303,2,12/04/23 Regular,12/04/23,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21204&CssClass=,Resolution on the death of John Walsh.,
RES 2023 #304,3,12/04/23 Regular,12/04/23,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21625&CssClass=,Resolution on the death of Bernard Goldberg.,
RES 2023 #305,4,12/04/23 Regular,12/04/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21626&CssClass=,Resolution on the death Roselyn Gray.,
RES 2023 #306,1,12/18/23 Regular,12/18/23,Death Resolution,Adopted as Amended,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21715&CssClass=,Resolution on the death of Paul Parravano.,
