"Unique Identifier","Agenda Number","Meeting","Meeting Date","Category","Awaiting Report","Policy Order","Charter Right","Outcome","Vote","Type of Vote","E. Denise Simmons","Marc C. McGovern","Burhan Azeem","Patricia Nolan","Sumbul Siddiqui","Paul F. Toner","Ayesha M. Wilson","Jivan Sobrinho-Wheeler","Catherine Zusy","Yeas","Nays","Present","Absent","Link","Summary"
"CMA 2025 #283","2","2025-12-08 Regular","45999","Communication","","","","Placed on File","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31347&CssClass=","A request for approval to seek authorization from the massachusetts office of the inspector general (the “ig”) for the city to use the construction manager at risk (“cmar”) procurement and construction method (the “cmar method”) in connection with the dpw salt shed replacement project."
"CMA 2025 #284","3","2025-12-08 Regular","45999","Appropriation","","","","Adopted","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31358&CssClass=","Appropriation of a grant for the center for families program in the amount of $71,428.00. funds will be used to assist families with resource navigation, parent leadership development, food access and distribution, and concrete supports, as well as connecting with families through resource fairs and community partners."
"CMA 2025 #285","4","2025-12-08 Regular","45999","Awaiting Report Response","AR-25-46","","","Placed on File","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31348&CssClass=","Awaiting report item number 25-46, regarding use of the garden area between st. james episcopal church and the beech street condominiums."
"CMA 2025 #286","5","2025-12-08 Regular","45999","Awaiting Report Response","AR-25-63","","","Placed on File","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31351&CssClass=","Awaiting report item number 25-63, which requested public open-house meetings with eversource regarding heat and electricity bills."
"CMA 2025 #287","6","2025-12-08 Regular","45999","Awaiting Report Response","AR-25-59","","","Placed on File","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31355&CssClass=","Awaiting report item number 25-59, regarding 25 lowell street."
"CMA 2025 #288","7","2025-12-08 Regular","45999","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31359&CssClass=","Updates to institutional use regulations."
"CMA 2025 #289","8","2025-12-08 Regular","45999","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31379&CssClass=","Revised language for the mass ave zoning petition."
"CMA 2025 #290","9","2025-12-08 Regular","45999","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31377&CssClass=","Revised language for the cambridge street zoning petition."
"CMA 2025 #291","1","2025-12-15 Regular","46006","Appointment","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31536&CssClass=","Appointment of five members to the cambridge commission for persons with disabilities (ccpd)."
"CMA 2025 #292","2","2025-12-15 Regular","46006","Appointment","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31549&CssClass=","Appointment of the following people as members of the beudo review board."
"CMA 2025 #293","3","2025-12-15 Regular","46006","Appointment","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31557&CssClass=","Appointment of sue walsh as a member of the community benefits advisory committee."
"CMA 2025 #294","4","2025-12-15 Regular","46006","Awaiting Report Response","AR-25-66","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31472&CssClass=","Awaiting report item number 25-66, regarding a dedicated position or function focused on triaging and directing senior residents to appropriate services and supports."
"CMA 2025 #295","5","2025-12-15 Regular","46006","Awaiting Report Response","AR-25-64","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31478&CssClass=","Awaiting report item number 25-64, regarding poison ivy control at fresh pond."
"CMA 2025 #296","6","2025-12-15 Regular","46006","Awaiting Report Response","","POR 2025 #129","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31591&CssClass=","Awaiting report item number 25-57, regarding body-worn cameras."
"CMA 2025 #297","7","2025-12-15 Regular","46006","Awaiting Report Response","AR-25-54","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31519&CssClass=","Awaiting report item number 25-54, regarding review of current crisis prevention protocols and deployment of mental health professionals."
"CMA 2025 #298","8","2025-12-15 Regular","46006","Awaiting Report Response","AR-25-49","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31565&CssClass=","Awaiting report item number 25-49, regarding development of a policy for future private development."
"CMA 2025 #299","9","2025-12-15 Regular","46006","Awaiting Report Response","AR-25-40","","","Placed on File","","Roll Call","yes","yes","absent","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","Burhan Azeem","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31474&CssClass=","Awaiting report item number 25-40, regarding updates to the community benefits ordinance."
"CMA 2025 #300","10","2025-12-15 Regular","46006","Awaiting Report Response","","POR 2025 #154","","Placed on File","","Roll Call","yes","yes","absent","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","Burhan Azeem","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31425&CssClass=","Awaiting report item number 25-65, regarding connectivity north of rindge ave."
"CMA 2025 #301","11","2025-12-15 Regular","46006","Communication","","","","Placed on File","","Roll Call","yes","yes","absent","yes","yes","yes","no","yes","yes","E. Denise Simmons, Marc C. McGovern, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Jivan Sobrinho-Wheeler, Catherine Zusy","Ayesha M. Wilson","","Burhan Azeem","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31523&CssClass=","A communication transmitted from yi-an huang, city manager, regarding proposed parking fine increases."
"CMA 2025 #302","12","2025-12-15 Regular","46006","Communication","","","","Placed on File","","Roll Call","yes","yes","absent","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","Burhan Azeem","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31588&CssClass=","An update on the roadway safety audit program."
"CMA 2025 #303","13","2025-12-15 Regular","46006","Communication","","","","","","Roll Call","yes","yes","absent","yes","yes","yes","yes","absent","yes","E. Denise Simmons, Marc C. McGovern, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Catherine Zusy","","","Burhan Azeem, Jivan Sobrinho-Wheeler","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31522&CssClass=","A communication transmitted from yi-an huang, city manager, transmitting an update on federal grant funding."
"CMA 2025 #304","14","2025-12-15 Regular","46006","Appropriation","","","","Adopted","","","yes","yes","absent","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","Burhan Azeem","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4767&MediaPosition=&ID=31589&CssClass=","Appropriation of $935,497.00 to the grant fund human service programs salary and wages account ($67,493.00), to the grant fund human service programs other ordinary maintenance account ($858,004.00) and to the grant fund human service programs travel and training account ($10,000.00)."
"CMA 2025 #305","1","2025-12-22 Regular","46013","Communication","","","","Placed on File","","","yes","yes","yes","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4768&MediaPosition=&ID=31623&CssClass=","A federal update including an update on relevant court cases."
"CMA 2025 #306","2","2025-12-22 Regular","46013","Appropriation","","","","Adopted","","","yes","yes","yes","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4768&MediaPosition=&ID=31610&CssClass=","Appropriation of $1,172,577.00 to the grant fund fire extraordinary expenditures account. funds will be used to purchase detection and metering equipment which will help identify the newest biological and chemical hazards as well as detect radiation. funds will also support the acquisition of new firefighting gear which will allow the department to outfit front-line firefighters with updated safety gear."
"CMA 2025 #307","3","2025-12-22 Regular","46013","Appointment","","","","Placed on File","","","yes","yes","yes","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4768&MediaPosition=&ID=31609&CssClass=","Appointment of the following members to the board of zoning appeal (bza) effective december 22, 2025."
"CMA 2025 #308","4","2025-12-22 Regular","46013","Awaiting Report Response","AR-25-61","","","Placed on File","","","yes","yes","yes","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4768&MediaPosition=&ID=31613&CssClass=","Awaiting report item number 25-61, regarding cleanliness and safety in the area on alewife paths near russell field."
"CMA 2025 #309","5","2025-12-22 Regular","46013","Communication","","POR 2025 #136","","Placed on File","","","yes","yes","yes","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4768&MediaPosition=&ID=31612&CssClass=","Combined sewer overflows."
"CMA 2025 #310","6","2025-12-22 Regular","46013","Communication","","","","Amended With Subtitutted Language","","","yes","yes","yes","yes","yes","yes","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4768&MediaPosition=&ID=31619&CssClass=","A revised massachusetts avenue zoning petition."
